data,produto,categoria,vendedor,quantidade_vendida,preco_unitario,valor_total,estoque_atual,estoque_minimo,meta_mensal_vendedor
2025-02-24,Mochila Executiva,Acessórios,Carlos Lima,2,159.9,319.8,28,7,15000
2025-02-25,Mochila Executiva,Acessórios,Carlos Lima,1,159.9,159.9,28,7,15000
2025-02-25,Mochila Executiva,Acessórios,Carlos Lima,5,159.9,799.5,28,7,15000
2025-02-25,Mochila Executiva,Acessórios,Carlos Lima,6,159.9,959.4,28,7,15000
2025-02-25,Óculos de Sol,Acessórios,Carlos Lima,2,119.9,239.8,34,9,15000
2025-02-25,Calça Jeans,Vestuário,Beatriz Rocha,2,129.9,259.8,33,8,20000
2025-02-25,Tênis Urbano,Calçados,Ana Souza,5,249.9,1249.5,22,6,18000
2025-02-26,Bota Coturno,Calçados,Ana Souza,5,289.9,1449.5,0,4,18000
2025-02-26,Calça Jeans,Vestuário,Beatriz Rocha,2,129.9,259.8,32,8,20000
2025-02-26,Meia Kit c/3,Vestuário,Carlos Lima,3,29.9,89.7,93,25,15000
2025-02-26,Mochila Executiva,Acessórios,Ana Souza,6,159.9,959.4,28,7,18000
2025-02-26,Óculos de Sol,Acessórios,Carlos Lima,6,119.9,719.4,34,9,15000
2025-02-26,Camiseta Basic,Vestuário,Carlos Lima,2,39.9,79.8,67,15,15000
2025-02-26,Sandália Casual,Calçados,Carlos Lima,6,89.9,539.4,38,10,15000
2025-02-27,Calça Jeans,Vestuário,Carlos Lima,6,129.9,779.4,31,8,15000
2025-02-27,Calça Jeans,Vestuário,Beatriz Rocha,1,129.9,129.9,30,8,20000
2025-02-27,Camiseta Basic,Vestuário,Diego Alves,1,39.9,39.9,67,15,12000
2025-02-27,Óculos de Sol,Acessórios,Ana Souza,5,119.9,599.5,34,9,18000
2025-02-27,Sandália Casual,Calçados,Beatriz Rocha,6,89.9,539.4,38,10,20000
2025-02-27,Boné Aba Reta,Acessórios,Beatriz Rocha,6,49.9,299.4,80,20,20000
2025-02-27,Óculos de Sol,Acessórios,Beatriz Rocha,1,119.9,119.9,34,9,20000
2025-02-27,Bota Coturno,Calçados,Carlos Lima,2,289.9,579.8,0,4,15000
2025-02-28,Sandália Casual,Calçados,Beatriz Rocha,5,89.9,449.5,37,10,20000
2025-02-28,Camiseta Basic,Vestuário,Beatriz Rocha,5,39.9,199.5,67,15,20000
2025-02-28,Camiseta Basic,Vestuário,Carlos Lima,1,39.9,39.9,66,15,15000
2025-02-28,Boné Aba Reta,Acessórios,Ana Souza,1,49.9,49.9,79,20,18000
2025-02-28,Jaqueta Corta-Vento,Vestuário,Carlos Lima,6,199.9,1199.4,0,5,15000
2025-02-28,Meia Kit c/3,Vestuário,Beatriz Rocha,2,29.9,59.8,93,25,20000
2025-02-28,Jaqueta Corta-Vento,Vestuário,Beatriz Rocha,1,199.9,199.9,0,5,20000
2025-02-28,Jaqueta Corta-Vento,Vestuário,Carlos Lima,1,199.9,199.9,0,5,15000
2025-03-01,Óculos de Sol,Acessórios,Carlos Lima,5,119.9,599.5,40,9,15000
2025-03-01,Meia Kit c/3,Vestuário,Diego Alves,4,29.9,119.6,100,25,12000
2025-03-01,Jaqueta Corta-Vento,Vestuário,Carlos Lima,4,199.9,799.6,0,5,15000
2025-03-02,Óculos de Sol,Acessórios,Diego Alves,4,119.9,479.6,40,9,12000
2025-03-02,Bota Coturno,Calçados,Ana Souza,4,289.9,1159.6,0,4,18000
2025-03-02,Mochila Executiva,Acessórios,Carlos Lima,2,159.9,319.8,34,7,15000
2025-03-02,Meia Kit c/3,Vestuário,Beatriz Rocha,1,29.9,29.9,100,25,20000
2025-03-02,Boné Aba Reta,Acessórios,Beatriz Rocha,1,49.9,49.9,89,20,20000
2025-03-02,Sandália Casual,Calçados,Beatriz Rocha,1,89.9,89.9,45,10,20000
2025-03-02,Bota Coturno,Calçados,Diego Alves,1,289.9,289.9,0,4,12000
2025-03-02,Sandália Casual,Calçados,Ana Souza,3,89.9,269.7,44,10,18000
2025-03-03,Óculos de Sol,Acessórios,Carlos Lima,2,119.9,239.8,40,9,15000
2025-03-03,Sandália Casual,Calçados,Ana Souza,1,89.9,89.9,44,10,18000
2025-03-03,Camiseta Basic,Vestuário,Carlos Lima,3,39.9,119.7,79,15,15000
2025-03-03,Calça Jeans,Vestuário,Beatriz Rocha,5,129.9,649.5,39,8,20000
2025-03-03,Boné Aba Reta,Acessórios,Beatriz Rocha,1,49.9,49.9,88,20,20000
2025-03-04,Óculos de Sol,Acessórios,Carlos Lima,1,119.9,119.9,40,9,15000
2025-03-04,Tênis Urbano,Calçados,Carlos Lima,3,249.9,749.7,30,6,15000
2025-03-04,Camiseta Basic,Vestuário,Carlos Lima,5,39.9,199.5,78,15,15000
2025-03-04,Calça Jeans,Vestuário,Diego Alves,4,129.9,519.6,39,8,12000
2025-03-05,Bota Coturno,Calçados,Beatriz Rocha,4,289.9,1159.6,0,4,20000
2025-03-05,Mochila Executiva,Acessórios,Carlos Lima,5,159.9,799.5,33,7,15000
2025-03-05,Óculos de Sol,Acessórios,Ana Souza,1,119.9,119.9,39,9,18000
2025-03-05,Sandália Casual,Calçados,Diego Alves,4,89.9,359.6,44,10,12000
2025-03-05,Bota Coturno,Calçados,Ana Souza,1,289.9,289.9,0,4,18000
2025-03-06,Tênis Urbano,Calçados,Beatriz Rocha,3,249.9,749.7,30,6,20000
2025-03-06,Calça Jeans,Vestuário,Beatriz Rocha,5,129.9,649.5,39,8,20000
2025-03-06,Meia Kit c/3,Vestuário,Ana Souza,3,29.9,89.7,100,25,18000
2025-03-06,Camiseta Basic,Vestuário,Ana Souza,3,39.9,119.7,78,15,18000
2025-03-06,Tênis Urbano,Calçados,Diego Alves,3,249.9,749.7,30,6,12000
2025-03-07,Sandália Casual,Calçados,Carlos Lima,2,89.9,179.8,43,10,15000
2025-03-07,Mochila Executiva,Acessórios,Ana Souza,2,159.9,319.8,32,7,18000
2025-03-07,Meia Kit c/3,Vestuário,Beatriz Rocha,5,29.9,149.5,100,25,20000
2025-03-07,Sandália Casual,Calçados,Diego Alves,1,89.9,89.9,43,10,12000
2025-03-07,Sandália Casual,Calçados,Carlos Lima,2,89.9,179.8,42,10,15000
2025-03-07,Meia Kit c/3,Vestuário,Beatriz Rocha,3,29.9,89.7,100,25,20000
2025-03-07,Sandália Casual,Calçados,Diego Alves,5,89.9,449.5,41,10,12000
2025-03-08,Meia Kit c/3,Vestuário,Diego Alves,5,29.9,149.5,99,25,12000
2025-03-08,Óculos de Sol,Acessórios,Carlos Lima,2,119.9,239.8,38,9,15000
2025-03-08,Tênis Urbano,Calçados,Carlos Lima,1,249.9,249.9,29,6,15000
2025-03-08,Jaqueta Corta-Vento,Vestuário,Diego Alves,1,199.9,199.9,0,5,12000
2025-03-08,Bota Coturno,Calçados,Diego Alves,2,289.9,579.8,0,4,12000
2025-03-08,Meia Kit c/3,Vestuário,Ana Souza,1,29.9,29.9,99,25,18000
2025-03-08,Boné Aba Reta,Acessórios,Beatriz Rocha,5,49.9,249.5,87,20,20000
2025-03-09,Tênis Urbano,Calçados,Ana Souza,3,249.9,749.7,29,6,18000
2025-03-09,Calça Jeans,Vestuário,Ana Souza,2,129.9,259.8,39,8,18000
2025-03-09,Calça Jeans,Vestuário,Carlos Lima,2,129.9,259.8,39,8,15000
2025-03-09,Óculos de Sol,Acessórios,Ana Souza,4,119.9,479.6,37,9,18000
2025-03-09,Meia Kit c/3,Vestuário,Beatriz Rocha,4,29.9,119.6,98,25,20000
2025-03-09,Boné Aba Reta,Acessórios,Diego Alves,4,49.9,199.6,87,20,12000
2025-03-09,Óculos de Sol,Acessórios,Beatriz Rocha,4,119.9,479.6,37,9,20000
2025-03-10,Óculos de Sol,Acessórios,Ana Souza,4,119.9,479.6,37,9,18000
2025-03-10,Óculos de Sol,Acessórios,Diego Alves,3,119.9,359.7,37,9,12000
2025-03-10,Camiseta Basic,Vestuário,Carlos Lima,3,39.9,119.7,77,15,15000
2025-03-10,Óculos de Sol,Acessórios,Diego Alves,1,119.9,119.9,36,9,12000
2025-03-10,Bota Coturno,Calçados,Diego Alves,3,289.9,869.7,0,4,12000
2025-03-10,Mochila Executiva,Acessórios,Carlos Lima,2,159.9,319.8,32,7,15000
2025-03-11,Mochila Executiva,Acessórios,Beatriz Rocha,2,159.9,319.8,31,7,20000
2025-03-11,Bota Coturno,Calçados,Ana Souza,4,289.9,1159.6,0,4,18000
2025-03-11,Jaqueta Corta-Vento,Vestuário,Ana Souza,3,199.9,599.7,0,5,18000
2025-03-11,Sandália Casual,Calçados,Diego Alves,1,89.9,89.9,40,10,12000
2025-03-11,Jaqueta Corta-Vento,Vestuário,Diego Alves,2,199.9,399.8,0,5,12000
2025-03-12,Calça Jeans,Vestuário,Ana Souza,3,129.9,389.7,38,8,18000
2025-03-12,Bota Coturno,Calçados,Beatriz Rocha,3,289.9,869.7,0,4,20000
2025-03-12,Tênis Urbano,Calçados,Beatriz Rocha,2,249.9,499.8,29,6,20000
2025-03-12,Óculos de Sol,Acessórios,Ana Souza,2,119.9,239.8,36,9,18000
2025-03-12,Sandália Casual,Calçados,Carlos Lima,2,89.9,179.8,40,10,15000
2025-03-12,Tênis Urbano,Calçados,Carlos Lima,5,249.9,1249.5,28,6,15000
2025-03-13,Óculos de Sol,Acessórios,Carlos Lima,5,119.9,599.5,36,9,15000
2025-03-13,Bota Coturno,Calçados,Carlos Lima,2,289.9,579.8,0,4,15000
2025-03-13,Bota Coturno,Calçados,Ana Souza,1,289.9,289.9,0,4,18000
2025-03-14,Calça Jeans,Vestuário,Carlos Lima,1,129.9,129.9,37,8,15000
2025-03-14,Jaqueta Corta-Vento,Vestuário,Diego Alves,2,199.9,399.8,0,5,12000
2025-03-14,Óculos de Sol,Acessórios,Ana Souza,3,119.9,359.7,36,9,18000
2025-03-14,Camiseta Basic,Vestuário,Beatriz Rocha,3,39.9,119.7,77,15,20000
2025-03-15,Tênis Urbano,Calçados,Carlos Lima,1,249.9,249.9,28,6,15000
2025-03-15,Meia Kit c/3,Vestuário,Carlos Lima,1,29.9,29.9,97,25,15000
2025-03-15,Mochila Executiva,Acessórios,Diego Alves,3,159.9,479.7,30,7,12000
2025-03-15,Tênis Urbano,Calçados,Ana Souza,1,249.9,249.9,27,6,18000
2025-03-16,Boné Aba Reta,Acessórios,Carlos Lima,4,49.9,199.6,87,20,15000
2025-03-16,Boné Aba Reta,Acessórios,Carlos Lima,4,49.9,199.6,86,20,15000
2025-03-16,Meia Kit c/3,Vestuário,Beatriz Rocha,4,29.9,119.6,97,25,20000
2025-03-16,Meia Kit c/3,Vestuário,Ana Souza,5,29.9,149.5,97,25,18000
2025-03-16,Jaqueta Corta-Vento,Vestuário,Ana Souza,1,199.9,199.9,0,5,18000
2025-03-16,Camiseta Basic,Vestuário,Beatriz Rocha,3,39.9,119.7,77,15,20000
2025-03-16,Óculos de Sol,Acessórios,Beatriz Rocha,3,119.9,359.7,36,9,20000
2025-03-16,Boné Aba Reta,Acessórios,Diego Alves,4,49.9,199.6,85,20,12000
2025-03-17,Calça Jeans,Vestuário,Ana Souza,3,129.9,389.7,36,8,18000
2025-03-17,Calça Jeans,Vestuário,Ana Souza,2,129.9,259.8,35,8,18000
2025-03-17,Bota Coturno,Calçados,Diego Alves,4,289.9,1159.6,0,4,12000
2025-03-17,Jaqueta Corta-Vento,Vestuário,Diego Alves,3,199.9,599.7,0,5,12000
2025-03-17,Jaqueta Corta-Vento,Vestuário,Carlos Lima,4,199.9,799.6,0,5,15000
2025-03-17,Sandália Casual,Calçados,Diego Alves,2,89.9,179.8,40,10,12000
2025-03-17,Camiseta Basic,Vestuário,Carlos Lima,3,39.9,119.7,76,15,15000
2025-03-17,Calça Jeans,Vestuário,Beatriz Rocha,2,129.9,259.8,35,8,20000
2025-03-18,Boné Aba Reta,Acessórios,Beatriz Rocha,4,49.9,199.6,85,20,20000
2025-03-18,Mochila Executiva,Acessórios,Beatriz Rocha,3,159.9,479.7,30,7,20000
2025-03-18,Camiseta Basic,Vestuário,Diego Alves,4,39.9,159.6,75,15,12000
2025-03-18,Mochila Executiva,Acessórios,Ana Souza,1,159.9,159.9,30,7,18000
2025-03-18,Camiseta Basic,Vestuário,Ana Souza,1,39.9,39.9,75,15,18000
2025-03-19,Camiseta Basic,Vestuário,Beatriz Rocha,4,39.9,159.6,74,15,20000
2025-03-19,Boné Aba Reta,Acessórios,Beatriz Rocha,3,49.9,149.7,85,20,20000
2025-03-19,Mochila Executiva,Acessórios,Carlos Lima,4,159.9,639.6,30,7,15000
2025-03-19,Calça Jeans,Vestuário,Diego Alves,2,129.9,259.8,35,8,12000
2025-03-20,Camiseta Basic,Vestuário,Carlos Lima,1,39.9,39.9,74,15,15000
2025-03-20,Bota Coturno,Calçados,Beatriz Rocha,3,289.9,869.7,0,4,20000
2025-03-20,Tênis Urbano,Calçados,Carlos Lima,5,249.9,1249.5,26,6,15000
2025-03-20,Meia Kit c/3,Vestuário,Carlos Lima,5,29.9,149.5,97,25,15000
2025-03-20,Óculos de Sol,Acessórios,Beatriz Rocha,2,119.9,239.8,35,9,20000
2025-03-20,Meia Kit c/3,Vestuário,Ana Souza,2,29.9,59.8,96,25,18000
2025-03-20,Calça Jeans,Vestuário,Beatriz Rocha,2,129.9,259.8,35,8,20000
2025-03-21,Calça Jeans,Vestuário,Ana Souza,1,129.9,129.9,34,8,18000
2025-03-21,Calça Jeans,Vestuário,Beatriz Rocha,3,129.9,389.7,34,8,20000
2025-03-21,Meia Kit c/3,Vestuário,Beatriz Rocha,1,29.9,29.9,95,25,20000
2025-03-21,Jaqueta Corta-Vento,Vestuário,Beatriz Rocha,4,199.9,799.6,0,5,20000
2025-03-21,Sandália Casual,Calçados,Ana Souza,1,89.9,89.9,39,10,18000
2025-03-21,Mochila Executiva,Acessórios,Beatriz Rocha,1,159.9,159.9,30,7,20000
2025-03-21,Sandália Casual,Calçados,Beatriz Rocha,3,89.9,269.7,38,10,20000
2025-03-21,Tênis Urbano,Calçados,Carlos Lima,3,249.9,749.7,25,6,15000
2025-03-22,Calça Jeans,Vestuário,Diego Alves,4,129.9,519.6,34,8,12000
2025-03-22,Sandália Casual,Calçados,Carlos Lima,1,89.9,89.9,38,10,15000
2025-03-22,Meia Kit c/3,Vestuário,Beatriz Rocha,2,29.9,59.8,95,25,20000
2025-03-22,Calça Jeans,Vestuário,Ana Souza,2,129.9,259.8,33,8,18000
2025-03-23,Sandália Casual,Calçados,Diego Alves,4,89.9,359.6,38,10,12000
2025-03-23,Óculos de Sol,Acessórios,Carlos Lima,4,119.9,479.6,35,9,15000
2025-03-23,Boné Aba Reta,Acessórios,Carlos Lima,2,49.9,99.8,85,20,15000
2025-03-23,Sandália Casual,Calçados,Ana Souza,3,89.9,269.7,38,10,18000
2025-03-23,Camiseta Basic,Vestuário,Diego Alves,5,39.9,199.5,74,15,12000
2025-03-23,Boné Aba Reta,Acessórios,Diego Alves,2,49.9,99.8,85,20,12000
2025-03-23,Tênis Urbano,Calçados,Diego Alves,5,249.9,1249.5,25,6,12000
2025-03-23,Tênis Urbano,Calçados,Carlos Lima,4,249.9,999.6,25,6,15000
2025-03-24,Mochila Executiva,Acessórios,Beatriz Rocha,4,159.9,639.6,29,7,20000
2025-03-24,Meia Kit c/3,Vestuário,Carlos Lima,5,29.9,149.5,95,25,15000
2025-03-24,Mochila Executiva,Acessórios,Ana Souza,5,159.9,799.5,29,7,18000
2025-03-24,Tênis Urbano,Calçados,Carlos Lima,2,249.9,499.8,24,6,15000
2025-03-24,Mochila Executiva,Acessórios,Ana Souza,4,159.9,639.6,29,7,18000
2025-03-24,Jaqueta Corta-Vento,Vestuário,Beatriz Rocha,5,199.9,999.5,0,5,20000
2025-03-24,Boné Aba Reta,Acessórios,Diego Alves,2,49.9,99.8,85,20,12000
2025-03-25,Mochila Executiva,Acessórios,Ana Souza,1,159.9,159.9,29,7,18000
2025-03-25,Óculos de Sol,Acessórios,Carlos Lima,6,119.9,719.4,34,9,15000
2025-03-25,Calça Jeans,Vestuário,Ana Souza,1,129.9,129.9,33,8,18000
2025-03-25,Meia Kit c/3,Vestuário,Carlos Lima,1,29.9,29.9,95,25,15000
2025-03-25,Bota Coturno,Calçados,Beatriz Rocha,1,289.9,289.9,0,4,20000
2025-03-26,Mochila Executiva,Acessórios,Carlos Lima,3,159.9,479.7,28,7,15000
2025-03-26,Tênis Urbano,Calçados,Diego Alves,1,249.9,249.9,23,6,12000
2025-03-26,Óculos de Sol,Acessórios,Carlos Lima,6,119.9,719.4,33,9,15000
2025-03-26,Jaqueta Corta-Vento,Vestuário,Ana Souza,2,199.9,399.8,0,5,18000
2025-03-26,Camiseta Basic,Vestuário,Carlos Lima,2,39.9,79.8,73,15,15000
2025-03-27,Tênis Urbano,Calçados,Diego Alves,2,249.9,499.8,22,6,12000
2025-03-27,Sandália Casual,Calçados,Beatriz Rocha,1,89.9,89.9,37,10,20000
2025-03-27,Meia Kit c/3,Vestuário,Ana Souza,6,29.9,179.4,95,25,18000
2025-03-27,Calça Jeans,Vestuário,Beatriz Rocha,1,129.9,129.9,32,8,20000
2025-03-27,Boné Aba Reta,Acessórios,Carlos Lima,3,49.9,149.7,85,20,15000
2025-03-27,Meia Kit c/3,Vestuário,Carlos Lima,6,29.9,179.4,95,25,15000
2025-03-27,Mochila Executiva,Acessórios,Carlos Lima,3,159.9,479.7,27,7,15000
2025-03-28,Tênis Urbano,Calçados,Diego Alves,6,249.9,1499.4,22,6,12000
2025-03-28,Mochila Executiva,Acessórios,Beatriz Rocha,3,159.9,479.7,27,7,20000
2025-03-28,Boné Aba Reta,Acessórios,Diego Alves,5,49.9,249.5,84,20,12000
2025-03-28,Mochila Executiva,Acessórios,Carlos Lima,3,159.9,479.7,27,7,15000
2025-03-28,Camiseta Basic,Vestuário,Diego Alves,3,39.9,119.7,72,15,12000
2025-03-28,Mochila Executiva,Acessórios,Diego Alves,1,159.9,159.9,27,7,12000
2025-03-28,Meia Kit c/3,Vestuário,Ana Souza,5,29.9,149.5,94,25,18000
2025-03-28,Boné Aba Reta,Acessórios,Ana Souza,1,49.9,49.9,84,20,18000
2025-03-29,Sandália Casual,Calçados,Carlos Lima,2,89.9,179.8,37,10,15000
2025-03-29,Meia Kit c/3,Vestuário,Carlos Lima,6,29.9,179.4,94,25,15000
2025-03-29,Bota Coturno,Calçados,Beatriz Rocha,1,289.9,289.9,0,4,20000
2025-03-29,Mochila Executiva,Acessórios,Beatriz Rocha,5,159.9,799.5,27,7,20000
2025-03-30,Calça Jeans,Vestuário,Diego Alves,1,129.9,129.9,31,8,12000
2025-03-30,Bota Coturno,Calçados,Carlos Lima,6,289.9,1739.4,0,4,15000
2025-03-30,Bota Coturno,Calçados,Beatriz Rocha,3,289.9,869.7,0,4,20000
2025-03-30,Óculos de Sol,Acessórios,Diego Alves,1,119.9,119.9,32,9,12000
2025-03-30,Camiseta Basic,Vestuário,Ana Souza,2,39.9,79.8,71,15,18000
2025-03-31,Mochila Executiva,Acessórios,Diego Alves,1,159.9,159.9,26,7,12000
2025-03-31,Óculos de Sol,Acessórios,Carlos Lima,1,119.9,119.9,31,9,15000
2025-03-31,Jaqueta Corta-Vento,Vestuário,Carlos Lima,5,199.9,999.5,0,5,15000
2025-03-31,Boné Aba Reta,Acessórios,Carlos Lima,2,49.9,99.8,83,20,15000
2025-03-31,Meia Kit c/3,Vestuário,Ana Souza,1,29.9,29.9,94,25,18000
2025-03-31,Bota Coturno,Calçados,Beatriz Rocha,3,289.9,869.7,0,4,20000
2025-03-31,Jaqueta Corta-Vento,Vestuário,Beatriz Rocha,1,199.9,199.9,0,5,20000
2025-04-01,Sandália Casual,Calçados,Diego Alves,1,89.9,89.9,45,10,12000
2025-04-01,Mochila Executiva,Acessórios,Carlos Lima,3,159.9,479.7,35,7,15000
2025-04-01,Calça Jeans,Vestuário,Diego Alves,4,129.9,519.6,39,8,12000
2025-04-01,Calça Jeans,Vestuário,Diego Alves,2,129.9,259.8,38,8,12000
2025-04-01,Meia Kit c/3,Vestuário,Beatriz Rocha,2,29.9,59.8,100,25,20000
2025-04-01,Calça Jeans,Vestuário,Ana Souza,3,129.9,389.7,37,8,18000
2025-04-02,Jaqueta Corta-Vento,Vestuário,Diego Alves,2,199.9,399.8,0,5,12000
2025-04-02,Óculos de Sol,Acessórios,Carlos Lima,4,119.9,479.6,39,9,15000
2025-04-02,Mochila Executiva,Acessórios,Diego Alves,2,159.9,319.8,34,7,12000
2025-04-03,Camiseta Basic,Vestuário,Carlos Lima,2,39.9,79.8,80,15,15000
2025-04-03,Jaqueta Corta-Vento,Vestuário,Beatriz Rocha,2,199.9,399.8,0,5,20000
2025-04-03,Bota Coturno,Calçados,Diego Alves,2,289.9,579.8,0,4,12000
2025-04-03,Óculos de Sol,Acessórios,Carlos Lima,1,119.9,119.9,39,9,15000
2025-04-03,Tênis Urbano,Calçados,Diego Alves,5,249.9,1249.5,29,6,12000
2025-04-04,Calça Jeans,Vestuário,Ana Souza,3,129.9,389.7,37,8,18000
2025-04-04,Bota Coturno,Calçados,Carlos Lima,1,289.9,289.9,0,4,15000
2025-04-04,Óculos de Sol,Acessórios,Carlos Lima,2,119.9,239.8,39,9,15000
2025-04-04,Mochila Executiva,Acessórios,Ana Souza,1,159.9,159.9,34,7,18000
2025-04-05,Sandália Casual,Calçados,Beatriz Rocha,5,89.9,449.5,44,10,20000
2025-04-05,Calça Jeans,Vestuário,Ana Souza,4,129.9,519.6,36,8,18000
2025-04-05,Calça Jeans,Vestuário,Ana Souza,2,129.9,259.8,36,8,18000
2025-04-05,Boné Aba Reta,Acessórios,Ana Souza,3,49.9,149.7,89,20,18000
2025-04-06,Óculos de Sol,Acessórios,Beatriz Rocha,5,119.9,599.5,38,9,20000
2025-04-06,Meia Kit c/3,Vestuário,Beatriz Rocha,3,29.9,89.7,99,25,20000
2025-04-06,Sandália Casual,Calçados,Diego Alves,1,89.9,89.9,44,10,12000
2025-04-07,Bota Coturno,Calçados,Beatriz Rocha,4,289.9,1159.6,0,4,20000
2025-04-07,Tênis Urbano,Calçados,Ana Souza,5,249.9,1249.5,29,6,18000
2025-04-07,Tênis Urbano,Calçados,Diego Alves,5,249.9,1249.5,28,6,12000
2025-04-07,Camiseta Basic,Vestuário,Diego Alves,3,39.9,119.7,79,15,12000
2025-04-07,Mochila Executiva,Acessórios,Beatriz Rocha,4,159.9,639.6,34,7,20000
2025-04-07,Tênis Urbano,Calçados,Beatriz Rocha,3,249.9,749.7,27,6,20000
2025-04-07,Jaqueta Corta-Vento,Vestuário,Beatriz Rocha,5,199.9,999.5,0,5,20000
2025-04-07,Meia Kit c/3,Vestuário,Carlos Lima,1,29.9,29.9,98,25,15000
2025-04-08,Boné Aba Reta,Acessórios,Ana Souza,2,49.9,99.8,88,20,18000
2025-04-08,Tênis Urbano,Calçados,Diego Alves,4,249.9,999.6,26,6,12000
2025-04-08,Camiseta Basic,Vestuário,Diego Alves,1,39.9,39.9,79,15,12000
2025-04-08,Sandália Casual,Calçados,Diego Alves,3,89.9,269.7,43,10,12000
2025-04-08,Sandália Casual,Calçados,Ana Souza,4,89.9,359.6,42,10,18000
2025-04-08,Óculos de Sol,Acessórios,Diego Alves,5,119.9,599.5,38,9,12000
2025-04-08,Calça Jeans,Vestuário,Beatriz Rocha,2,129.9,259.8,35,8,20000
2025-04-09,Boné Aba Reta,Acessórios,Beatriz Rocha,3,49.9,149.7,87,20,20000
2025-04-09,Sandália Casual,Calçados,Diego Alves,5,89.9,449.5,42,10,12000
2025-04-09,Calça Jeans,Vestuário,Carlos Lima,1,129.9,129.9,35,8,15000
2025-04-09,Óculos de Sol,Acessórios,Carlos Lima,1,119.9,119.9,37,9,15000
2025-04-09,Meia Kit c/3,Vestuário,Beatriz Rocha,3,29.9,89.7,98,25,20000
2025-04-09,Tênis Urbano,Calçados,Diego Alves,5,249.9,1249.5,25,6,12000
2025-04-10,Mochila Executiva,Acessórios,Carlos Lima,5,159.9,799.5,34,7,15000
2025-04-10,Sandália Casual,Calçados,Diego Alves,5,89.9,449.5,41,10,12000
2025-04-10,Sandália Casual,Calçados,Diego Alves,4,89.9,359.6,40,10,12000
2025-04-10,Óculos de Sol,Acessórios,Beatriz Rocha,4,119.9,479.6,37,9,20000
2025-04-10,Mochila Executiva,Acessórios,Diego Alves,2,159.9,319.8,34,7,12000
2025-04-10,Jaqueta Corta-Vento,Vestuário,Carlos Lima,3,199.9,599.7,0,5,15000
2025-04-10,Calça Jeans,Vestuário,Carlos Lima,5,129.9,649.5,34,8,15000
2025-04-11,Bota Coturno,Calçados,Ana Souza,3,289.9,869.7,0,4,18000
2025-04-11,Camiseta Basic,Vestuário,Carlos Lima,5,39.9,199.5,79,15,15000
2025-04-11,Calça Jeans,Vestuário,Diego Alves,2,129.9,259.8,34,8,12000
2025-04-11,Tênis Urbano,Calçados,Carlos Lima,1,249.9,249.9,24,6,15000
2025-04-12,Meia Kit c/3,Vestuário,Ana Souza,2,29.9,59.8,97,25,18000
2025-04-12,Óculos de Sol,Acessórios,Carlos Lima,4,119.9,479.6,36,9,15000
2025-04-12,Jaqueta Corta-Vento,Vestuário,Ana Souza,1,199.9,199.9,0,5,18000
2025-04-12,Camiseta Basic,Vestuário,Ana Souza,2,39.9,79.8,78,15,18000
2025-04-12,Mochila Executiva,Acessórios,Carlos Lima,1,159.9,159.9,33,7,15000
2025-04-12,Calça Jeans,Vestuário,Diego Alves,4,129.9,519.6,33,8,12000
2025-04-12,Sandália Casual,Calçados,Diego Alves,4,89.9,359.6,39,10,12000
2025-04-12,Tênis Urbano,Calçados,Beatriz Rocha,1,249.9,249.9,23,6,20000
2025-04-13,Óculos de Sol,Acessórios,Carlos Lima,2,119.9,239.8,36,9,15000
2025-04-13,Bota Coturno,Calçados,Diego Alves,3,289.9,869.7,0,4,12000
2025-04-13,Calça Jeans,Vestuário,Beatriz Rocha,2,129.9,259.8,33,8,20000
2025-04-14,Sandália Casual,Calçados,Carlos Lima,5,89.9,449.5,38,10,15000
2025-04-14,Óculos de Sol,Acessórios,Carlos Lima,4,119.9,479.6,36,9,15000
2025-04-14,Calça Jeans,Vestuário,Carlos Lima,4,129.9,519.6,32,8,15000
2025-04-14,Calça Jeans,Vestuário,Ana Souza,4,129.9,519.6,31,8,18000
2025-04-14,Mochila Executiva,Acessórios,Ana Souza,3,159.9,479.7,33,7,18000
2025-04-15,Sandália Casual,Calçados,Carlos Lima,5,89.9,449.5,38,10,15000
2025-04-15,Jaqueta Corta-Vento,Vestuário,Ana Souza,4,199.9,799.6,0,5,18000
2025-04-15,Boné Aba Reta,Acessórios,Carlos Lima,5,49.9,249.5,87,20,15000
2025-04-15,Meia Kit c/3,Vestuário,Carlos Lima,1,29.9,29.9,97,25,15000
2025-04-15,Sandália Casual,Calçados,Carlos Lima,4,89.9,359.6,37,10,15000
2025-04-15,Mochila Executiva,Acessórios,Carlos Lima,2,159.9,319.8,32,7,15000
2025-04-15,Tênis Urbano,Calçados,Ana Souza,1,249.9,249.9,23,6,18000
2025-04-15,Bota Coturno,Calçados,Beatriz Rocha,5,289.9,1449.5,0,4,20000
2025-04-16,Jaqueta Corta-Vento,Vestuário,Carlos Lima,1,199.9,199.9,0,5,15000
2025-04-16,Bota Coturno,Calçados,Diego Alves,1,289.9,289.9,0,4,12000
2025-04-16,Camiseta Basic,Vestuário,Diego Alves,4,39.9,159.6,77,15,12000
2025-04-16,Jaqueta Corta-Vento,Vestuário,Diego Alves,1,199.9,199.9,0,5,12000
2025-04-16,Óculos de Sol,Acessórios,Diego Alves,1,119.9,119.9,35,9,12000
2025-04-16,Jaqueta Corta-Vento,Vestuário,Ana Souza,4,199.9,799.6,0,5,18000
